# OpenStreetMap amenities for bengaluru (T3, ODbL). Nearest is not jurisdictional — the closest government office is often not the one with jurisdiction.
id,category,name,name_kn,operator,is_government,lat,lng
node/5760198145,metro_station,Electronic City,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ,Bangalore Metro Rail Corporation Limited,False,12.856505,77.663523
node/5760198153,metro_station,Beratena Agrahara,ಬೆರಟೇನ ಅಗ್ರಹಾರ,Bangalore Metro Rail Corporation Limited,False,12.863867,77.657862
node/5760198162,metro_station,Hosa Road,ಹೊಸ ರಸ್ತೆ,Bangalore Metro Rail Corporation Limited,False,12.870749,77.652447
node/5760198182,metro_station,Singasandra,ಸಿಂಗಸಂದ್ರ,Bangalore Metro Rail Corporation Limited,False,12.880818,77.644846
node/5760198187,metro_station,Kudlu Gate,ಕುಡ್ಲು ಗೇಟ್,Bangalore Metro Rail Corporation Limited,False,12.889926,77.639216
node/5760198198,metro_station,Hongasandra,ಹೊಂಗಸಂದ್ರ,Bangalore Metro Rail Corporation Limited,False,12.901695,77.631986
node/5760198202,metro_station,Bommanahalli,ಬೊಮ್ಮನಹಳ್ಳಿ,Bangalore Metro Rail Corporation Limited,False,12.910616,77.626478
node/5760198212,metro_station,Central Silk Board,ಸೆಂಟ್ರಲ್ ಸಿಲ್ಕ ಬೋರ್ಡ್,Bangalore Metro Rail Corporation Limited,False,12.916582,77.620567
node/5760198226,metro_station,BTM Layout,ಬಿಟಿಎಂ ಬಡಾವಣೆ,Bangalore Metro Rail Corporation Limited,False,12.916588,77.608118
node/5760198239,metro_station,Ragigudda,ರಾಗಿಗುಡ್ಡ,Bangalore Metro Rail Corporation Limited,False,12.917081,77.588302
node/5960788724,metro_station,Dasarahalli,ದಾಸರಹಳ್ಳಿ,Bangalore Metro Rail Corporation Limited,False,13.043261,77.512553
node/5960788725,metro_station,Jalahalli,ಜಾಲಹಳ್ಳಿ,Bangalore Metro Rail Corporation Limited,False,13.03941,77.519735
node/5960788726,metro_station,Srirampura,ಶ್ರೀರಾಮಪುರ,Bangalore Metro Rail Corporation Limited,False,12.996525,77.563196
node/6400857549,metro_station,Baiyappanahalli,ಬೈಯ್ಯಪ್ಪನಹಳ್ಳಿ ಮೆಟ್ರೋ ನಿಲ್ದಾಣ,Bangalore Metro Rail Corporation Limited,False,12.990759,77.652361
node/6400857550,metro_station,Swami Vivekananda Road,ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ ರಸ್ತೆ,Bangalore Metro Rail Corporation Limited,False,12.985931,77.644897
node/6400857551,metro_station,Indiranagar,ಇಂದಿರಾನಗರ,Bangalore Metro Rail Corporation Limited,False,12.978333,77.638661
node/6400857552,metro_station,Halasuru,ಹಲಸೂರು,Bangalore Metro Rail Corporation Limited,False,12.976499,77.626686
node/6400857553,metro_station,Trinity,ಟ್ರಿನಿಟಿ ಮೆಟ್ರೊ ನಿಲ್ದಾಣ,Bangalore Metro Rail Corporation Limited,False,12.973022,77.61702
node/6400857554,metro_station,Mahatma Gandhi Road,ಮಹಾತ್ಮ ಗಾಂಧಿ ರಸ್ತೆ,Bangalore Metro Rail Corporation Limited,False,12.975526,77.60679
node/6400857555,metro_station,Cubbon Park,ಕಬ್ಬನ್ ಪಾರ್ಕ್,Bangalore Metro Rail Corporation Limited,False,12.980958,77.597576
node/6400857556,metro_station,"Dr. B. R. Ambedkar Station, Vidhana Soudha","ಡಾ.ಬಿ.ಆರ್. ಅಂಬೇಡ್ಕರ್ ಠಾಣೆ, ವಿಧಾನಸೌಧ",Bangalore Metro Rail Corporation Limited,False,12.978742,77.591639
node/6400857557,metro_station,"Sir M. Visvesvaraya Stn., Central College",ಸರ್ ಎಂ ವಿಶ್ವೇಶ್ವರಯ್ಯ - ಸೆಂಟ್ರಲ್ ಕಾಲೇಜು,Bangalore Metro Rail Corporation Limited,False,12.97452,77.58422
node/6400857558,metro_station,"Nadaprabhu Kempegowda Station, Majestic","ನಾಡಪ್ರಭು ಕೆಂಪೇಗೌಡ ನಿಲ್ದಾಣ, ಮೆಜೆಸ್ಟಿಕ್",Bangalore Metro Rail Corporation Limited,False,12.975708,77.572876
node/6400857559,metro_station,Krantivira Sangolli Rayanna Railway Station,ಕ್ರಾಂತಿವೀರ ಸಂಗೊಳ್ಳಿ ರಾಯಣ್ಣ,Bangalore Metro Rail Corporation Limited,False,12.975877,77.565377
node/6400857560,metro_station,Magadi Road,ಮಾಗಡಿ ರಸ್ತೆ ಮೆಟ್ರೊ,Bangalore Metro Rail Corporation Limited,False,12.975632,77.555352
node/6400857561,metro_station,"Sri Balagangadharanatha Swamiji Station, Hosahalli",ಶ್ರೀ ಬಾಲಗಂಗಾಧರನಾಥ ಮೆಟ್ರೋ,Bangalore Metro Rail Corporation Limited,False,12.974293,77.545621
node/6400857562,metro_station,Vijayanagar,ವಿಜಯನಗರ,Bangalore Metro Rail Corporation Limited,False,12.970956,77.537404
node/6400857563,metro_station,Attiguppe,ಅತ್ತಿಗುಪ್ಪೆ ಮೆಟ್ರೋ,Bangalore Metro Rail Corporation Limited,False,12.961893,77.533579
node/6400857564,metro_station,Deepanjali Nagar,ದೀಪಾಂಜಲಿ ನಗರ,Bangalore Metro Rail Corporation Limited,False,12.952058,77.537012
node/6400857565,metro_station,Mysore Road,ಮೈಸೂರು ರಸ್ತೆ ಮೆಟ್ರೋ,Bangalore Metro Rail Corporation Limited,False,12.946718,77.530159
node/6410706688,metro_station,Mantri Square Sampige Road,ಮಂತ್ರಿ ಸ್ಕ್ವೇರ್ ಸಂಪಿಗೆ ರಸ್ತೆ,Bangalore Metro Rail Corporation Limited,False,12.990463,77.570729
node/6410706689,metro_station,Mahakavi Kuvempu Road,ಮಹಾಕವಿ ಕುವೆಂಪು ರಸ್ತೆ,Bangalore Metro Rail Corporation Limited,False,12.99853,77.556899
node/6410706690,metro_station,Rajajinagar,ರಾಜಾಜಿನಗರ,Bangalore Metro Rail Corporation Limited,False,13.000525,77.549657
node/6410706691,metro_station,Mahalakshmi,ಮಹಾಲಕ್ಷ್ಮಿ,Bangalore Metro Rail Corporation Limited,False,13.008047,77.548807
node/6410706692,metro_station,Sandal Soap Factory,ಸಾಂಡಲ್ ಸೋಪ್ ಕಾರ್ಖಾನೆ,Bangalore Metro Rail Corporation Limited,False,13.014654,77.553984
node/6410706695,metro_station,Peenya,ಪೀಣ್ಯ,Bangalore Metro Rail Corporation Limited,False,13.033019,77.533201
node/6410706696,metro_station,Peenya Industry,ಪೀಣ್ಯ ಇಂಡಸ್ಟ್ರಿ,Bangalore Metro Rail Corporation Limited,False,13.036318,77.525492
node/6432710292,metro_station,Yelachenahalli,ಯಲಚೇನಹಳ್ಳಿ,Bangalore Metro Rail Corporation Limited,False,12.89605,77.570119
node/6432710293,metro_station,Jaya Prakash Nagar,ಜೆಪಿ ನಗರ,Bangalore Metro Rail Corporation Limited,False,12.907475,77.573128
node/6432710294,metro_station,Banashankari,ಬನಶಂಕರಿ,Bangalore Metro Rail Corporation Limited,False,12.915221,77.573598
node/6432710295,metro_station,Rashtreeya Vidyalaya Road,ರಾಷ್ಟ್ರೀಯ ವಿದ್ಯಾಲಯ ರಸ್ತೆ,Bangalore Metro Rail Corporation Limited,False,12.921581,77.580202
node/6432710296,metro_station,Jayanagar,ಜಯನಗರ,Bangalore Metro Rail Corporation Limited,False,12.929507,77.580144
node/6432710297,metro_station,South End Circle,ತಿ.ನಂ.ಶ್ರೀ ವೃತ್ತ,Bangalore Metro Rail Corporation Limited,False,12.938257,77.580056
node/6432710298,metro_station,Lalbagh,ಲಾಲ್ ಬಾಗ್,Bangalore Metro Rail Corporation Limited,False,12.946526,77.580016
node/6432710299,metro_station,National College,ನ್ಯಾಶನಲ್ ಕಾಲೇಜು,Bangalore Metro Rail Corporation Limited,False,12.950527,77.57369
node/6432710300,metro_station,Krishna Rajendra Market,ಕೃಷ್ಣರಾಜೇಂದ್ರ ಮಾರುಕಟ್ಟೆ,Bangalore Metro Rail Corporation Limited,False,12.960879,77.574658
node/6432710301,metro_station,Chickpete,ಚಿಕ್ಕಪೇಟೆ,Bangalore Metro Rail Corporation Limited,False,12.966897,77.574557
node/6584009929,metro_station,C: Brigade Road Side,,BMRCL,False,12.975254,77.606683
node/6631824079,metro_station,G,,BMRCL,False,13.023149,77.55047
node/6631824080,metro_station,E,,BMRCL,False,13.023621,77.550336
node/6654524744,metro_station,E: Maruti Suzuki (RNS),,BMRCL,False,13.028338,77.541442
node/7093027173,metro_station,C,,BMRCL,False,13.023458,77.548986
node/7093027174,metro_station,A,,BMRCL,False,13.022585,77.550498
node/7164440801,metro_station,A: Bapuji Nagar,,BMRCL,False,12.952015,77.537293
node/7164440802,metro_station,B,,BMRCL,False,12.952194,77.536817
node/7201052036,metro_station,A: Srinivasa Temple,,BMRCL,False,13.007826,77.548578
node/7201052037,metro_station,C: ISKCON Temple,,BMRCL,False,13.007915,77.548942
node/7215550064,metro_station,A: Srinivasa Temple,,BMRCL,False,13.008,77.548602
node/8318600528,metro_station,A: Konanakunte Village,,BMRCL,False,12.888873,77.562894
node/8318600529,metro_station,B: Vasanthapura Main Road,,BMRCL,False,12.889109,77.562582
node/8318600546,metro_station,B,,BMRCL,False,12.884816,77.552691
node/8318600547,metro_station,A: Doddakallasandra,,BMRCL,False,12.884466,77.552831
node/8318600561,metro_station,B: Raghuvanahalli,,BMRCL,False,12.877586,77.544579
node/8318600562,metro_station,A: Bayanapalya,,BMRCL,False,12.877441,77.544933
node/8318600575,metro_station,B: Thalaghattapura Police Station,,BMRCL,False,12.871519,77.538225
node/8318600576,metro_station,A,,BMRCL,False,12.8713,77.538527
node/8318600589,metro_station,A: Judicial Layout (BDA),,BMRCL,False,12.861669,77.530162
node/8318600590,metro_station,B: Anjanapura Township,,BMRCL,False,12.861564,77.529677
node/9049846515,metro_station,Jnanabharathi,ಜ್ಞಾನ ಭಾರತಿ,Bangalore Metro Rail Corporation Limited,False,12.935436,77.512406
node/9050797592,metro_station,Pantharapalya - Nayandahalli,ಪಂತರಪಾಳ್ಯ - ನಾಯಂಡಹಳ್ಳಿ,Bangalore Metro Rail Corporation Limited,False,12.941671,77.525117
node/9051395755,metro_station,Kengeri Bus Terminal,ಕೆಂಗೇರಿ ಬಸ್ ಟರ್ಮಿನಲ್,Bangalore Metro Rail Corporation Limited,False,12.914689,77.487856
node/9051405243,metro_station,Kengeri,ಕೆಂಗೇರಿ,Bangalore Metro Rail Corporation Limited,False,12.90791,77.476578
node/9051410519,metro_station,Rajarajeshwari Nagar,ರಾಜರಾಜೇಶ್ವರಿ ನಗರ,Bangalore Metro Rail Corporation Limited,False,12.9366,77.519679
node/9051417969,metro_station,Pattanagere,ಪಟ್ಟಣಗೆರೆ,Bangalore Metro Rail Corporation Limited,False,12.92425,77.498351
node/9140200259,metro_station,A: Bangalore University,,BMRCL,False,12.974937,77.584667
node/9161059598,metro_station,D: Cubbon Park/RBI Side,,BMRCL,False,12.977627,77.591005
node/9199245472,metro_station,A: RV College of Engineering,ಪಟ್ಟಣಗೆರೆ,BMRCL,False,12.924066,77.498248
node/9296328865,metro_station,C: City Civil Court,,BMRCL,False,12.973505,77.582958
node/9611226734,metro_station,A: Jayanagar 5th Block Side,,BMRCL,False,12.920954,77.580408
node/9654247761,metro_station,A: Sri Shwetambhar Terapanth Jain Bhavan,,BMRCL,False,12.935097,77.512209
node/9759859774,metro_station,A: Maruthi Extension,,BMRCL,False,12.996685,77.563585
node/9759859787,metro_station,B: Maruthi Extension,,,False,12.996507,77.563996
node/9777549158,metro_station,Emergency Exit,,BMRCL,False,12.974457,77.584766
node/9919570131,metro_station,Challaghatta,ಚಲ್ಲಘಟ್ಟ,Bangalore Metro Rail Corporation Limited,False,12.897354,77.461288
node/9919651773,metro_station,Silk Institute,ರೇಷ್ಮೆ ಸಂಸ್ಥೆ,Bangalore Metro Rail Corporation Limited,False,12.86173,77.529955
node/9919651774,metro_station,Thalaghattapura,ತಲಘಟ್ಟಪುರ,Bangalore Metro Rail Corporation Limited,False,12.87141,77.538396
node/9919651775,metro_station,Vajarahalli,ವಾಜರಹಳ್ಳಿ,Bangalore Metro Rail Corporation Limited,False,12.877437,77.544741
node/9919651776,metro_station,Doddakallasandra,ದೊಡ್ಡಕಲ್ಲಸಂದ್ರ,Bangalore Metro Rail Corporation Limited,False,12.884643,77.552755
node/9919651777,metro_station,Konanakunte Cross,ಕೋಣನಕುಂಟೆ ಕ್ರಾಸ್,Bangalore Metro Rail Corporation Limited,False,12.888967,77.562667
node/9950846471,metro_station,B: ESI Hospital Side,,BMRCL,False,12.978203,77.639253
node/9953193070,metro_station,B:,,,False,12.960671,77.575059
node/10162602109,metro_station,C: South Side,,BMRCL,False,12.972604,77.617198
node/10162674833,metro_station,C: High Court Side,,BMRCL,False,12.979185,77.592349
node/10162674834,metro_station,E: Vikasa Soudha Side,,BMRCL,False,12.97766,77.590276
node/10162674835,metro_station,A: Vidhana Soudha/Indian Express Side,,BMRCL,False,12.980113,77.592634
node/10162674836,metro_station,B: High Court Side,,BMRCL,False,12.979424,77.592572
node/10183537171,metro_station,E: Prestige Minsk Square,,BMRCL,False,12.981751,77.596439
node/10572417852,metro_station,C: Prakash Nagar,,,False,12.996239,77.563692
node/10607507429,metro_station,C: JP Nagar 6th Phase,,,False,12.907132,77.573401
node/10607507430,metro_station,B: JP Nagar 6th Phase,,,False,12.907492,77.573369
node/10823514266,metro_station,C: Kanakapura Road,,BMRCL,False,12.938184,77.579839
node/10823514267,metro_station,B: South End Circle,,BMRCL,False,12.937897,77.579904
node/10853089376,metro_station,C: Vanivilas Hospital/Bangalore Medical College Side,,,False,12.960003,77.57431
node/10853089381,metro_station,D: Vanivilas Hospital/Bangalore Medical College Side,,,False,12.960753,77.574623
node/10853089391,metro_station,E: Vanivilas Hospital Side,,,False,12.96186,77.575317
node/10853089396,metro_station,A: Kalasipalyam Side,,BMRCL,False,12.961864,77.575676
node/10853169822,metro_station,A: Shakambari Nagar Side,,BMRCL,False,12.91618,77.573967
node/10853169823,metro_station,D: Banashankari Temple Side,,,False,12.91644,77.573433
node/10853169838,metro_station,B: Shakambari Nagar Side,,,False,12.915609,77.573875
node/11214889012,metro_station,B: Kamaraj Road Side,,BMRCL,False,12.975494,77.607182
node/11215576585,metro_station,A: Kumble Circle Side,,BMRCL,False,12.975661,77.60647
node/11215591532,metro_station,KTPO Side,,,False,12.977745,77.715662
node/11215591533,metro_station,Kundalahalli Side,,,False,12.977392,77.715665
node/11231119956,metro_station,C: Goraguntepalya,,BMRCL,False,13.02839,77.540309
node/11298101306,metro_station,B: Doddanekkundi,,,False,12.98072,77.708656
node/11298101307,metro_station,A: Seetharampalya,,BMRCL,False,12.980889,77.708987
node/11310106745,metro_station,C: Sultanpete,,,False,12.966619,77.574149
node/11310106750,metro_station,B: KR Market,,,False,12.965938,77.574873
node/11310129304,metro_station,D: BVK Iyengar Road,,,False,12.96746,77.57466
node/11310129310,metro_station,A: BVK Iyengar Road,,BMRCL,False,12.967666,77.574684
node/11341218834,metro_station,E: Minerva Mills Road Side,,BMRCL,False,12.976257,77.564467
node/11341218836,metro_station,D: Tank Bund Road Side,,BMRCL,False,12.976082,77.56465
node/11408768750,metro_station,D: City Civil Court,,BMRCL,False,12.973834,77.582764
node/11408768761,metro_station,E: City Civil Court,,BMRCL,False,12.974088,77.583226
node/11446092838,metro_station,A: KR Pura/Mahadevapura Side,,,False,12.997278,77.6689
node/11521199307,metro_station,Biocon Hebbagodi,ಬಯೋಕಾನ್ ಹೆಬ್ಬಗೋಡಿ,Bangalore Metro Rail Corporation Limited,False,12.829033,77.681374
node/11669547578,metro_station,A: Mysore Road,,,False,12.897326,77.461456
node/11897176795,metro_station,IKEA Side,,,False,13.048193,77.500396
node/11933395712,metro_station,A: Kaveri Nagara Side,,,False,12.99355,77.703886
node/11941173068,metro_station,Nagasandra,ನಾಗಸಂದ್ರ,Bangalore Metro Rail Corporation Limited,False,13.047954,77.500142
node/11941186869,metro_station,Yeshwantpur,ಯಶವಂತಪುರ,Bangalore Metro Rail Corporation Limited,False,13.023268,77.549875
node/11941186870,metro_station,Kadugodi Tree Park,ಕಾಡುಗೋಡಿ ಟ್ರೀ ಪಾರ್ಕ್,Bangalore Metro Rail Corporation Limited,False,12.98565,77.747012
node/11981110991,metro_station,B: MS Ramaiah Enclave Side,,,False,13.047824,77.500786
node/11981110996,metro_station,A: Manjunath Nagar Side,,,False,13.048333,77.499711
node/12009601980,metro_station,C: Shankarapura,,,False,12.950123,77.573581
node/12009602003,metro_station,A: Lalbagh West Gate,,,False,12.94624,77.580193
node/12048924772,metro_station,A: Vijaya College,,BMRCL,False,12.937924,77.580218
node/12072910394,metro_station,B: Sri Sathya Sai Hospital Side,,,False,12.981101,77.727697
node/12072910396,metro_station,A: KIADB Industrial Area Side,,,False,12.981165,77.72744
node/12135161072,metro_station,B: Whitefield Railway Station,,,False,12.995927,77.758079
node/12135161086,metro_station,A: Whitefield Traffic Police Station,,,False,12.995045,77.757834
node/12136946731,metro_station,D: 80 Feet Road,,BMRCL,False,12.985412,77.644561
node/12147101386,metro_station,C: Jayanagar 7th Block,,,False,12.929977,77.580016
node/12147101829,metro_station,A: Jayanagar 4th Block,,,False,12.929299,77.580387
node/12147101830,metro_station,B: Jayanagar 4th Block,,,False,12.929009,77.580324
node/12174567575,metro_station,A: KR Puram Railway Station Side,,,False,12.999868,77.676897
node/12174614843,metro_station,A: Singayyanapalya Side,,,False,12.996749,77.692558
node/12232459972,metro_station,B: Pattandur Agrahara Side,,,False,12.985465,77.747025
node/12232459973,metro_station,A: Kadugodi Tree Park Side,,,False,12.985803,77.747137
node/12304373281,metro_station,A: Thigalarapalya Side,,,False,12.987754,77.737917
node/12304373282,metro_station,B: Pattandur Agrahara Side,,,False,12.987424,77.737892
node/12319830846,metro_station,A: Bangalore International Exhibition Centre Side,,,False,13.057609,77.472344
node/12322821294,metro_station,B: Bangalore International Exhibition Centre Side,,,False,13.057318,77.473549
node/12329959736,metro_station,B,,BMRCL,False,12.986135,77.645095
node/12330049607,metro_station,D,,BMRCL,False,13.02329,77.550145
node/12330049609,metro_station,B,,BMRCL,False,13.022975,77.549687
node/12386430545,metro_station,B: Sri Adichunchanagiri Mutt,,BMRCL,False,12.974066,77.545897
node/12386430546,metro_station,C: Sri Adichunchanagiri Mutt,,BMRCL,False,12.974013,77.54493
node/12386430562,metro_station,A: BSNL Telephone Exchange,,BMRCL,False,12.974376,77.54587
node/12441727560,metro_station,A: Post Office Side,,,False,12.971233,77.53734
node/12441727561,metro_station,B: Hosahalli Side,,,False,12.970405,77.537436
node/12452763601,metro_station,A: Kadugodi Colony,,,False,12.987327,77.753704
node/12452763602,metro_station,B: Kadugodi,,,False,12.987211,77.754049
node/12495362064,metro_station,A: Vishveshwara Puram,,,False,12.95112,77.573884
node/12512090197,metro_station,C: Jyothy Kendriya Vidyalaya,,,False,12.895772,77.570277
node/12512090198,metro_station,B: Kanakapura Road,,,False,12.896084,77.570613
node/12512090199,metro_station,A: Kanakapura Road,,,False,12.896384,77.570805
node/12512090200,metro_station,E: Yelachenahalli Side,,,False,12.896212,77.570061
node/12512092601,metro_station,D: Yelachenahalli Side,,,False,12.895551,77.569523
node/12512424261,metro_station,B: Vishveshwara Puram,,,False,12.950842,77.573886
node/12512566639,metro_station,C: Prakash Nagar,,,False,12.998388,77.556715
node/12512566640,metro_station,B: Prakash Nagar,,,False,12.998234,77.557303
node/12512566642,metro_station,A: Gayathri Nagar,,,False,12.99859,77.557233
node/12512566683,metro_station,B: PNR Nagar,,BMRCL,False,12.989874,77.570992
node/12513657975,metro_station,A: Rajajinagar 6th Block,,,False,12.975716,77.55585
node/12513657976,metro_station,B: Sheshadripuram College,,,False,12.975462,77.555843
node/12513657977,metro_station,C: Karumariyamma Temple,,,False,12.97568,77.55481
node/12513657993,metro_station,C,,,False,12.961698,77.533424
node/12513657994,metro_station,B,,,False,12.962026,77.533911
node/12513657995,metro_station,A,,,False,12.962461,77.534046
node/12513661486,metro_station,B,,,False,13.043348,77.512879
node/12513661487,metro_station,A,,,False,13.043594,77.512109
node/12513661488,metro_station,B,,,False,13.039297,77.520342
node/12513661489,metro_station,A,,,False,13.039824,77.519399
node/12513661490,metro_station,B,,,False,13.036061,77.526127
node/12513661491,metro_station,A,,,False,13.036616,77.525095
node/12513661493,metro_station,"B:, CMTI",,,False,13.032905,77.533595
node/12513661496,metro_station,B: Goraguntepalya L-1,,,False,13.02806,77.540894
node/12513661497,metro_station,A: Goraguntepalya,,,False,13.027895,77.541153
node/12513672737,metro_station,B: KG Ground,,,False,13.008209,77.548631
node/12513719423,metro_station,A: Nayandahalli Junction,,BMRCL,False,12.94675,77.530045
node/12513719429,metro_station,B: BHEL,,BMRCL,False,12.946844,77.530268
node/12513719430,metro_station,B: Nayandahalli Junction,,,False,12.941831,77.524978
node/12513719431,metro_station,A: Pantharapalya,,,False,12.941667,77.52526
node/12513719432,metro_station,B: Sports Authority of India,,,False,12.936739,77.51952
node/12513719433,metro_station,A: Gopalan Arcade Mall,,,False,12.936465,77.519617
node/12513719438,metro_station,C: Pattangere,,,False,12.934965,77.51183
node/12513719439,metro_station,B: Bangalore University,,,False,12.935527,77.512148
node/12513719440,metro_station,B: Dubasipalya,,BMRCL,False,12.924374,77.498135
node/12513719441,metro_station,B: Kengeri,,,False,12.915092,77.488065
node/12513719442,metro_station,A: Kengeri,,,False,12.91449,77.487255
node/12513719443,metro_station,B: Kengeri Police Station,,,False,12.907987,77.476386
